id,is_iceberg
5941774d,0.003443970577791333
4023181e,0.009145013056695461
b20200e4,0.09685605764389038
e7f018bb,0.3670467734336853
4371c8c3,0.010121049359440804
a8d9b1fd,1.820544270891844e-09
29e7727e,0.00010829784878296778
92a51ffb,0.9737867712974548
c769ac97,0.004707679618149996
aee0547d,1.2325379429967143e-05
565b28ac,1.7461194374845945e-06
e04e9775,5.747953764512204e-06
8e8161d1,0.00011474010534584522
4cf4d256,0.16501836478710175
139e5324,0.21949271857738495
f156976f,0.004122067242860794
68a117cc,2.1960172489343677e-06
d9aa7a56,5.458415230918945e-08
9005b143,1.7627086208449327e-06
5f6d3988,0.060013093054294586
9ad70954,0.0002857042127288878
b9087b9e,0.002606247551739216
a39a1427,8.007777068996802e-05
82fbe8ed,0.00032465459662489593
1fae4879,0.17552368342876434
6dd8f13d,0.011315407231450081
bbad5958,0.0002545856696087867
54527583,0.0004210443585179746
be8fa29c,0.03884892165660858
81a3328f,0.3031344413757324
1a3c0ab3,0.004920152481645346
4deeeb8b,1.9831668396363966e-06
ac6d5632,0.03870736435055733
472dadb5,0.9004475474357605
96093f95,0.0004342054307926446
f5b4e3df,0.6166226267814636
e01a3c92,0.0010774378897622228
001680af,0.0042319633066654205
8e639f33,0.7368012070655823
a2c16612,0.8490853309631348
a6d76474,1.2917395906697493e-05
19c47684,1.1824360626633279e-05
015827b6,0.0012547671794891357
7df7f7ce,0.39026370644569397
0bbf1a3f,0.036310382187366486
636cfbb7,0.003261868143454194
7370030a,0.01173066720366478
43aa97ad,4.852500345986499e-12
ba2b5e63,0.01642698235809803
dfdd335b,0.00020358861365821213
e79b13dc,0.00018136292055714875
dc32b195,0.8195011615753174
6d868590,0.07287941873073578
75fa59aa,4.9210443648917135e-06
ffe50836,0.0486607626080513
a7bfd784,0.1335083544254303
b3d569e3,0.3697797954082489
6c538c5b,0.0018895756220445037
5c7c15f4,1.5009667549747974e-05
0b745139,6.399583085681115e-09
fd14608e,0.002997203031554818
f0bc8305,0.0015718056820333004
a10ccb28,0.0013477362226694822
543304c7,0.01093092281371355
6c3a4078,0.0002121910365531221
9b73cc75,0.03587770089507103
5c6c71b1,0.02952900342643261
09ee9186,0.8839384913444519
207c35cf,0.10688326507806778
153c813e,2.126425424631151e-11
5605d58b,2.6855261126002006e-08
642ca396,0.9242598414421082
d32d72c0,0.0006809666519984603
16646a17,0.0006878846324980259
384074af,0.05917667970061302
69bf1e8c,0.011288585141301155
9e90a054,0.0575559139251709
89dbe7f7,0.02335815504193306
dbd27d22,9.441416182198736e-07
a2ea1561,0.00018086039926856756
d63402af,0.012322298251092434
1ac8bb92,0.5873967409133911
8beffca5,4.9221478548133746e-05
46741f3e,4.03510348405689e-05
e5ee6aa7,0.000926345179323107
5ecd892b,0.955249011516571
69892166,5.335734022082761e-05
2f725a81,0.053099118173122406
810abfe4,5.936331604061706e-07
e6f973e6,0.002463730052113533
c60a5c46,0.010012327693402767
c42b9e08,0.058303676545619965
c3f00c23,0.03699696063995361
5307fdb8,0.42477306723594666
3e4f005e,0.07155897468328476
4a4cc2e0,0.0038753023836761713
9bdd88d1,1.4345121599035338e-05
0d832bed,0.0003972767444793135
14a134fa,4.582144015330414e-07
78a41676,0.0020817648619413376
0bd4658e,0.003835095092654228
4a311bb0,0.000135885551571846
f939c817,0.00019448704551905394
956adc4d,0.8431187868118286
f8a119f5,0.0012393585639074445
61faa1ad,2.428393236186821e-05
6725eb3e,8.775459718890488e-05
17b3a8fd,1.7396056364304968e-06
49a88dfc,0.9434025287628174
2d6ec645,1.6774006326158997e-06
0d4d77ba,0.009063435718417168
3ee672a2,0.03545800969004631
738b41fd,0.2894066870212555
f7fb320d,0.9869754314422607
b42fad18,0.002862243913114071
4ab8b00a,0.004000597167760134
f7870f2b,0.30440884828567505
4978666a,0.9992527365684509
f1b0d6c7,0.020628642290830612
5642407f,0.16675247251987457
36d4ff92,3.2500338420504704e-05
4139aba2,9.726665302878246e-05
7585ce58,4.305250331526622e-05
33e25984,0.3566151261329651
ac46f3c9,0.12627412378787994
fc34a5b8,0.5839124917984009
85c36a8f,0.014356658793985844
b2d8a426,0.7733837366104126
13ec60d1,0.007840469479560852
9d440f42,7.964877295307815e-05
1c0a891e,0.0001648545148782432
981c3bc3,0.5555105209350586
295604f4,0.9951257109642029
16ca16c3,8.65901165525429e-06
b4dda837,0.03379639610648155
88d088ef,0.4175240695476532
1b4fa160,1.8739090592134744e-05
f371bd82,0.9988535642623901
b130a0b7,0.9647557139396667
ebf1de82,0.0021943298634141684
01e651c3,0.06224723160266876
51b1fecc,9.017686863899144e-08
fa635a31,0.9990981817245483
97b7d789,0.0019467525416985154
2f598053,0.8787309527397156
c0e3e148,0.0008669547969475389
cfa175a8,0.049712345004081726
3d7e09d8,0.0002635605342220515
44a13d1b,0.9780434370040894
c66b0948,0.00030892243376001716
976a6d64,0.019859155640006065
8bbd8909,0.9549151659011841
522890fd,0.8034300208091736
f23a3b95,5.495344794326229e-06
680039dc,0.009859934449195862
93028e53,4.488888953346759e-05
22a16932,2.1004915140565572e-07
7d8126d2,0.5688158273696899
ba2ecd75,0.01214839518070221
8071bdd7,3.3125561458291486e-05
96d5aeee,0.0005441790563054383
154be68f,0.00828495528548956
d8c2bfe2,9.637626499170437e-05
f76d47b0,2.410330353086465e-06
0e781ade,0.003173874458298087
13cf6060,2.5260045166675127e-09
cd99f710,0.0007840956677682698
d10005bb,0.9796055555343628
3a31445f,0.00521670700982213
3157202d,5.032451554143336e-06
6ee64703,0.8759229183197021
e5de8685,0.00019306602189317346
02cc70ba,0.0009193508885800838
50984a87,0.01630617119371891
fa94957a,0.7465921640396118
eab406b4,0.005069679580628872
3ad39398,0.29499688744544983
9ecf3802,0.0070088873617351055
6048ae7b,0.043816130608320236
9dc68871,0.004478071816265583
13701465,0.8513203859329224
8d8779f3,0.0022680514957755804
0712f269,0.017052732408046722
722c2597,1.739481376716867e-07
478a2b08,0.3344966173171997
38f5fb41,1.38648053038537e-08
c52ad74d,0.41027799248695374
0c85fd09,0.00030614208662882447
f1582cba,0.0001337362773483619
ff836697,0.08952389657497406
ddfe4802,0.049112435430288315
3cef3bc7,0.008682320825755596
6a21542b,1.9974829967850383e-07
150e23c4,0.062277354300022125
078c6d99,0.7653586864471436
1dcd1dc3,0.15832841396331787
39967e45,9.38844823394902e-06
6b6333aa,7.94464841136211e-11
4ae61433,0.0403689369559288
f96362e0,0.00968212354928255
97a88aac,0.15906940400600433
427ae8ce,0.21907395124435425
209d4b15,0.5729489326477051
64b453bd,0.20715631544589996
0f5a484e,0.47760504484176636
5ac74969,0.13976074755191803
736ed43e,0.5002787709236145
8533795f,4.5978586626915785e-07
f5b54fb6,0.014527855440974236
6eb4c041,0.3317358195781708
97afdf42,0.06400995701551437
1bb488db,3.21031802741345e-05
f132e44d,6.29632666004909e-07
d3c2f140,0.020414579659700394
1756794d,0.7802314162254333
9efcc11f,2.008103001571726e-05
14c966cf,0.0027815820649266243
59cfe4d1,0.1923603117465973
883151f4,2.3151175421176617e-11
34c4c9ff,5.143068847246468e-05
70b4c2eb,0.001726892194710672
96a337d9,0.001141860382631421
7fe89ffa,0.0017236907733604312
057c7a22,8.50790438100546e-10
451cc057,7.936340989544988e-05
05076700,4.588008778227959e-06
dc52f6c1,1.0164121704292484e-06
b03a59f9,0.000853945966809988
129ed4b0,0.002605626592412591
fb611563,0.040678977966308594
ac32e6f1,1.568722041156434e-06
c05c5ab0,0.2743869125843048
3163d5ed,0.0007210149196907878
02096ca4,1.0478432699301266e-07
e92496c0,0.15229491889476776
1a9e2c50,0.011731883510947227
0864e334,0.8226413726806641
d976faeb,0.002147872932255268
1d7b342f,2.289732492499752e-07
281bc1ea,2.697732497836114e-06
bea9f0cf,9.367253369418904e-05
f4afa0e6,1.5610793013820512e-07
e1b5ef69,1.3919297998654656e-05
b50539fd,4.645687390336661e-09
2a8c9c15,0.13654164969921112
157ebb0c,0.0035991594195365906
247d3614,0.0007658975082449615
0c6cc0cb,0.05832262337207794
aae88d39,0.0063036540523171425
0c77b464,0.0013859575847163796
963cf5ea,4.86408396227489e-07
1b371d8b,0.16940149664878845
225bc00f,5.138769483892247e-05
bc0a4eec,0.0008665996138006449
1099782e,0.0006885847542434931
a18feadd,0.36984577775001526
ad7f4932,7.550529971922515e-06
5f8f831e,0.9763676524162292
b5167c35,0.07205721735954285
0230b06d,5.444203907245537e-06
f8d7f7ba,3.895967165590264e-05
08bd1053,1.2788462299795356e-05
58e4dc8c,2.299115342552227e-09
4793ce8e,0.9583122134208679
304caab4,1.0008689969254192e-05
